audio_file,path,link,duration_s,true_group,true_class,true_speaker,train_files,legacy_pred_class,legacy_pred_speaker,legacy_conf,legacy_verdict,legacy_true_rank,legacy_true_in_top2,legacy_true_in_top5,cluster_pred_class,cluster_pred_speaker,cluster_conf,cluster_verdict,cluster_true_rank,cluster_true_in_top2,cluster_true_in_top5,any_error,error_group,note
f1532480-a6c8-47a1-a897-6a620224cd56.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\f1532480-a6c8-47a1-a897-6a620224cd56.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\f1532480-a6c8-47a1-a897-6a620224cd56.wav"",""f1532480-a6c8-47a1-a897-6a620224cd56.wav"")",58.28,known,253,8a2eaed1-83cc-41ef-bac9-cc6496ca7b19,5,338,c14dd35b-4ebe-41e3-8132-d4a17f7a3efb,0.7622,known->wrong_known,3,False,True,338,c14dd35b-4ebe-41e3-8132-d4a17f7a3efb,0.8658,known->wrong_known,3,False,True,True,both,
11c616fa-fb19-45f0-9e26-57ac73e4de2e.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\11c616fa-fb19-45f0-9e26-57ac73e4de2e.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\11c616fa-fb19-45f0-9e26-57ac73e4de2e.wav"",""11c616fa-fb19-45f0-9e26-57ac73e4de2e.wav"")",69.72,unknown,0,unknown,,272,9840fb56-b613-488e-ba7e-e36291418611,0.2931,unknown->known,2,True,True,0,unknown,0.9204,OK,1,True,True,True,legacy_only,
127ac14b-bfa7-460d-84fb-cdcb09c444b1.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\127ac14b-bfa7-460d-84fb-cdcb09c444b1.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\127ac14b-bfa7-460d-84fb-cdcb09c444b1.wav"",""127ac14b-bfa7-460d-84fb-cdcb09c444b1.wav"")",72.7,unknown,0,unknown,,123,405e93f9-2f36-4c87-817d-227f3f5f7415,0.8141,unknown->known,4,False,True,0,unknown,0.9999,OK,1,True,True,True,legacy_only,
17bc16a8-7215-4b53-ad09-0685f01e5885.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\17bc16a8-7215-4b53-ad09-0685f01e5885.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\17bc16a8-7215-4b53-ad09-0685f01e5885.wav"",""17bc16a8-7215-4b53-ad09-0685f01e5885.wav"")",48.3,known,439,fc3ce0b3-58c7-4a34-b4e0-fd35c8829577,5,0,unknown,0.2817,known->unknown,63,False,False,439,fc3ce0b3-58c7-4a34-b4e0-fd35c8829577,0.994,OK,1,True,True,True,legacy_only,
1cd00314-bce2-4bf2-b0d3-3ace5a3f3b04.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\1cd00314-bce2-4bf2-b0d3-3ace5a3f3b04.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\1cd00314-bce2-4bf2-b0d3-3ace5a3f3b04.wav"",""1cd00314-bce2-4bf2-b0d3-3ace5a3f3b04.wav"")",24.66,unknown,0,unknown,,326,bb185928-f1e8-4c38-9301-a2989892566b,0.3909,unknown->known,2,True,True,0,unknown,1.0,OK,1,True,True,True,legacy_only,
1d8cf19d-7ae0-4f40-a8b2-4330924b348f.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\1d8cf19d-7ae0-4f40-a8b2-4330924b348f.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\1d8cf19d-7ae0-4f40-a8b2-4330924b348f.wav"",""1d8cf19d-7ae0-4f40-a8b2-4330924b348f.wav"")",48.55,unknown,0,unknown,,36,11f9b280-8bb4-4fc2-9b63-20e4d00d50d1,0.5052,unknown->known,2,True,True,0,unknown,1.0,OK,1,True,True,True,legacy_only,
1f689eea-1780-401c-b54e-4cf7f4566d7a.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\1f689eea-1780-401c-b54e-4cf7f4566d7a.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\1f689eea-1780-401c-b54e-4cf7f4566d7a.wav"",""1f689eea-1780-401c-b54e-4cf7f4566d7a.wav"")",52.99,unknown,0,unknown,,325,ba4b17d2-cddc-47a1-9153-5bfaccd2575d,0.3733,unknown->known,5,False,True,0,unknown,1.0,OK,1,True,True,True,legacy_only,
2895bd56-2501-433b-a103-291a2ba2c18f.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\2895bd56-2501-433b-a103-291a2ba2c18f.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\2895bd56-2501-433b-a103-291a2ba2c18f.wav"",""2895bd56-2501-433b-a103-291a2ba2c18f.wav"")",87.04,known,116,3a800db5-5598-46bc-b46e-2dddda94d1da,5,334,bf4d74b0-5050-40a9-ac6b-2961481229f6,0.3208,known->wrong_known,56,False,False,116,3a800db5-5598-46bc-b46e-2dddda94d1da,0.9973,OK,1,True,True,True,legacy_only,
28aaddbf-205a-4ff9-affb-000ab5560128.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\28aaddbf-205a-4ff9-affb-000ab5560128.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\28aaddbf-205a-4ff9-affb-000ab5560128.wav"",""28aaddbf-205a-4ff9-affb-000ab5560128.wav"")",60.67,known,167,59c3cd3d-2cb0-487f-82be-15862c898437,5,0,unknown,0.8158,known->unknown,2,True,True,167,59c3cd3d-2cb0-487f-82be-15862c898437,0.9451,OK,1,True,True,True,legacy_only,
33e06487-c092-4db6-bc5e-0c3e42868113.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\33e06487-c092-4db6-bc5e-0c3e42868113.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\33e06487-c092-4db6-bc5e-0c3e42868113.wav"",""33e06487-c092-4db6-bc5e-0c3e42868113.wav"")",74.67,unknown,0,unknown,,200,703b0971-5158-4e11-9c24-2a89223a6186,0.0862,unknown->known,8,False,False,0,unknown,1.0,OK,1,True,True,True,legacy_only,
399c72d2-c89a-4a62-bf10-52a238c260a7.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\399c72d2-c89a-4a62-bf10-52a238c260a7.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\399c72d2-c89a-4a62-bf10-52a238c260a7.wav"",""399c72d2-c89a-4a62-bf10-52a238c260a7.wav"")",70.4,unknown,0,unknown,,255,8be452b7-c2a3-4cbe-bc5a-7c7c15944416,0.2088,unknown->known,2,True,True,0,unknown,0.7141,OK,1,True,True,True,legacy_only,
3b438da7-07ef-4501-96dd-f4dea96b5852.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3b438da7-07ef-4501-96dd-f4dea96b5852.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3b438da7-07ef-4501-96dd-f4dea96b5852.wav"",""3b438da7-07ef-4501-96dd-f4dea96b5852.wav"")",61.7,unknown,0,unknown,,64,1eacaf41-2f98-4b21-9294-e530caee85bd,0.7408,unknown->known,2,True,True,0,unknown,0.5307,OK,1,True,True,True,legacy_only,
41d6fc95-75d9-45bc-abb1-8c87fd12cdbf.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\41d6fc95-75d9-45bc-abb1-8c87fd12cdbf.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\41d6fc95-75d9-45bc-abb1-8c87fd12cdbf.wav"",""41d6fc95-75d9-45bc-abb1-8c87fd12cdbf.wav"")",45.23,unknown,0,unknown,,261,8dd05812-9e31-4dc7-aec3-d4e510a95d3f,0.6255,unknown->known,2,True,True,0,unknown,0.9976,OK,1,True,True,True,legacy_only,
49cd6101-9b2d-4221-a4ac-7a017d953833.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\49cd6101-9b2d-4221-a4ac-7a017d953833.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\49cd6101-9b2d-4221-a4ac-7a017d953833.wav"",""49cd6101-9b2d-4221-a4ac-7a017d953833.wav"")",35.41,unknown,0,unknown,,45,16d33c0f-567a-4605-a471-2702464e0ab3,0.9968,unknown->known,4,False,True,0,unknown,0.7133,OK,1,True,True,True,legacy_only,
4aa90e22-09d7-4532-b17c-3df9c6f5ed68.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\4aa90e22-09d7-4532-b17c-3df9c6f5ed68.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\4aa90e22-09d7-4532-b17c-3df9c6f5ed68.wav"",""4aa90e22-09d7-4532-b17c-3df9c6f5ed68.wav"")",43.18,unknown,0,unknown,,67,21739d9d-66dc-4215-acb1-412f1e60fecf,0.279,unknown->known,2,True,True,0,unknown,0.9999,OK,1,True,True,True,legacy_only,
4f75961f-238e-4318-9245-03d3fa908c13.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\4f75961f-238e-4318-9245-03d3fa908c13.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\4f75961f-238e-4318-9245-03d3fa908c13.wav"",""4f75961f-238e-4318-9245-03d3fa908c13.wav"")",62.29,unknown,0,unknown,,136,46474139-3462-445a-9b28-34cbd937d3ae,0.5315,unknown->known,2,True,True,0,unknown,1.0,OK,1,True,True,True,legacy_only,
5337645a-acc8-4949-b13e-d4fec4b881cf.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\5337645a-acc8-4949-b13e-d4fec4b881cf.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\5337645a-acc8-4949-b13e-d4fec4b881cf.wav"",""5337645a-acc8-4949-b13e-d4fec4b881cf.wav"")",57.26,unknown,0,unknown,,78,26b5acbc-dd18-4e3f-8540-d1357dc4c05e,0.4759,unknown->known,2,True,True,0,unknown,0.9987,OK,1,True,True,True,legacy_only,
58a2f7e9-4d62-4b7d-94d3-757acac568f3.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\58a2f7e9-4d62-4b7d-94d3-757acac568f3.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\58a2f7e9-4d62-4b7d-94d3-757acac568f3.wav"",""58a2f7e9-4d62-4b7d-94d3-757acac568f3.wav"")",64.68,unknown,0,unknown,,93,2f9be455-1aa7-43b2-8419-290295e60f10,0.2638,unknown->known,3,False,True,0,unknown,1.0,OK,1,True,True,True,legacy_only,
691bb686-69ac-41bf-a18b-c9f8ee48bb9d.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\691bb686-69ac-41bf-a18b-c9f8ee48bb9d.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\691bb686-69ac-41bf-a18b-c9f8ee48bb9d.wav"",""691bb686-69ac-41bf-a18b-c9f8ee48bb9d.wav"")",6.4,known,232,829c7958-139f-4d4d-b3ca-fc2dbbada73d,5,0,unknown,0.5648,known->unknown,4,False,True,232,829c7958-139f-4d4d-b3ca-fc2dbbada73d,0.5236,OK,1,True,True,True,legacy_only,
6edbe5f6-e6a9-4f6f-b16d-14c8ebf2d340.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\6edbe5f6-e6a9-4f6f-b16d-14c8ebf2d340.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\6edbe5f6-e6a9-4f6f-b16d-14c8ebf2d340.wav"",""6edbe5f6-e6a9-4f6f-b16d-14c8ebf2d340.wav"")",67.75,known,334,bf4d74b0-5050-40a9-ac6b-2961481229f6,5,0,unknown,0.8473,known->unknown,2,True,True,334,bf4d74b0-5050-40a9-ac6b-2961481229f6,0.9585,OK,1,True,True,True,legacy_only,
7793ce0d-9344-4d5c-bab4-5976655b7415.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\7793ce0d-9344-4d5c-bab4-5976655b7415.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\7793ce0d-9344-4d5c-bab4-5976655b7415.wav"",""7793ce0d-9344-4d5c-bab4-5976655b7415.wav"")",61.78,unknown,0,unknown,,368,cf04eecd-fd82-4425-9f5f-8f5d33485491,0.265,unknown->known,2,True,True,0,unknown,1.0,OK,1,True,True,True,legacy_only,
7a078033-733a-4255-8cd4-aae2d91cc3e2.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\7a078033-733a-4255-8cd4-aae2d91cc3e2.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\7a078033-733a-4255-8cd4-aae2d91cc3e2.wav"",""7a078033-733a-4255-8cd4-aae2d91cc3e2.wav"")",46.51,unknown,0,unknown,,67,21739d9d-66dc-4215-acb1-412f1e60fecf,0.3851,unknown->known,2,True,True,0,unknown,0.999,OK,1,True,True,True,legacy_only,
7bb30c04-160a-4db1-8be0-5c10d0efd87a.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\7bb30c04-160a-4db1-8be0-5c10d0efd87a.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\7bb30c04-160a-4db1-8be0-5c10d0efd87a.wav"",""7bb30c04-160a-4db1-8be0-5c10d0efd87a.wav"")",74.92,known,441,fc81bbab-2514-4da9-8a13-151a403b613f,5,0,unknown,0.8621,known->unknown,2,True,True,441,fc81bbab-2514-4da9-8a13-151a403b613f,0.8556,OK,1,True,True,True,legacy_only,
873e3efe-c022-499c-a6ad-98927e25c089.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\873e3efe-c022-499c-a6ad-98927e25c089.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\873e3efe-c022-499c-a6ad-98927e25c089.wav"",""873e3efe-c022-499c-a6ad-98927e25c089.wav"")",2.82,unknown,0,unknown,,356,c9aa5193-6c47-485d-a030-c948733768fb,0.4691,unknown->known,2,True,True,0,unknown,0.7946,OK,1,True,True,True,legacy_only,
87af3329-6fb1-4d8e-af32-d2471a660536.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\87af3329-6fb1-4d8e-af32-d2471a660536.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\87af3329-6fb1-4d8e-af32-d2471a660536.wav"",""87af3329-6fb1-4d8e-af32-d2471a660536.wav"")",106.92,unknown,0,unknown,,370,d09a8c86-c3fb-4e02-a1b8-a32b14d4755a,0.2607,unknown->known,4,False,True,0,unknown,1.0,OK,1,True,True,True,legacy_only,
8b798073-98e6-40bc-862e-c7ce260838de.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\8b798073-98e6-40bc-862e-c7ce260838de.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\8b798073-98e6-40bc-862e-c7ce260838de.wav"",""8b798073-98e6-40bc-862e-c7ce260838de.wav"")",59.22,unknown,0,unknown,,54,198f615b-4c8f-4043-ae9c-1de531d4ce4a,0.4397,unknown->known,4,False,True,0,unknown,0.9993,OK,1,True,True,True,legacy_only,
8e7a5280-ee88-4878-bbcf-e35389205382.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\8e7a5280-ee88-4878-bbcf-e35389205382.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\8e7a5280-ee88-4878-bbcf-e35389205382.wav"",""8e7a5280-ee88-4878-bbcf-e35389205382.wav"")",7.0,unknown,0,unknown,,148,4e3c2da0-9a15-4e3f-873f-84ed281e2215,0.6742,unknown->known,2,True,True,0,unknown,0.6876,OK,1,True,True,True,legacy_only,
9071c1d6-debe-49c4-8170-afbe2e98d0ea.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\9071c1d6-debe-49c4-8170-afbe2e98d0ea.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\9071c1d6-debe-49c4-8170-afbe2e98d0ea.wav"",""9071c1d6-debe-49c4-8170-afbe2e98d0ea.wav"")",39.68,known,245,871e3e60-c8fc-4614-b78a-0da75a2a609f,5,0,unknown,0.9521,known->unknown,2,True,True,245,871e3e60-c8fc-4614-b78a-0da75a2a609f,0.9309,OK,1,True,True,True,legacy_only,
a05aa101-da56-468f-ba4d-0a4901178a53.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\a05aa101-da56-468f-ba4d-0a4901178a53.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\a05aa101-da56-468f-ba4d-0a4901178a53.wav"",""a05aa101-da56-468f-ba4d-0a4901178a53.wav"")",3.07,unknown,0,unknown,,148,4e3c2da0-9a15-4e3f-873f-84ed281e2215,0.6742,unknown->known,2,True,True,0,unknown,0.6876,OK,1,True,True,True,legacy_only,
a7e1b73e-da00-4a70-88bd-3af36bb4fe07.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\a7e1b73e-da00-4a70-88bd-3af36bb4fe07.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\a7e1b73e-da00-4a70-88bd-3af36bb4fe07.wav"",""a7e1b73e-da00-4a70-88bd-3af36bb4fe07.wav"")",6.91,unknown,0,unknown,,377,d47baa5f-b17e-42b5-bad9-57c4f3a355b3,0.5132,unknown->known,2,True,True,0,unknown,0.8796,OK,1,True,True,True,legacy_only,
